series_key,initial_tolerance_mm,effective_tolerance_mm,pylidc_annotation_count,cluster_count
3ed0f6beebd8041b1949a2e64905b6313a64da9ba34e4509b4d31326ac20a853,1.25,1.25,5,2
3f0690c8f3f13267ac2608abd15a3f11b56dee60eeb95742d679a663758c1b78,0.6,0.6,0,0
3f650f80c57636bcfaa07cbf4085ef4b1492fd9dada10ddd6031817286283cbd,2.5,2.5,3,2
3fe7c8d3095dd2454cc455c3f47fac0d9fa39ae7223bb30dbadcb4a48874b1a4,1.25,1.25,49,21
4002bcad7710fa86ea1872559ab51d682bbac555a694acd478504226b36257b8,0.75,0.75,5,2
4032200b80b58ec3c9de1b463e329ebcb756b8e750b4ba2183e1cc4188679655,2.0,2.0,8,2
404634f63b6356fdfb43c5ddc5960568c804abdadb81a39f284b15415fbe355c,1.0,1.0,2,1
40a00edcfd976ecac2a1bf34536b10649edfce987bc176869935eb59802888ce,2.0,2.0,18,8
40c6a3eed7147ef497377197fb540c0e50bddbadfbc69b572a7a3297ea46b667,1.25,1.25,7,2
4105a56aac0f75b8eb014e9fa9ac0aea8aa1654ac0d76eaaf514d35eafba99c9,2.0,2.0,4,1
413332686289e223c9788122f98cc18d6ccbff923e0ebfe3c32c274ddf355d11,2.5,2.5,12,5
41445abbc17473c8985f8962a1d036e0657bca74fda1df5bd01113e0677a66a4,2.5,2.5,1,1
415c12803fb90fb81a15e195fdcd6ca58af4219bb666d09458b91dd5ab1a0dc9,3.0,3.0,9,3
41b7a55d52235b88e668739326edb42efee5257defd820bc240357a94a279542,1.25,1.25,7,4
42844f519c8f2e646698b0ccee6ecc3fbfaeb1d2d0d2c3bc98f0dc1970bfcc98,2.5,2.5,6,3
42b9b667e4d961c0c5fc2fbbbd91a5236d0acff80add42e352002592ba143386,2.5,2.5,0,0
42ce89c783365b03a35a72eb3ba6bd9c724898c3c16c43a7f28a3d65568ad2f2,1.25,1.25,4,1
4352f2e31ec5de4daa1d072af56b26fa77f6c4bcdc984933507556df9a8cb7a5,1.25,1.25,9,3
436198160a825d598f3bb415919e6bc4bf1095a39a19ba98635915ff3713dfcd,1.25,1.25,0,0
437bc64bd38a8bb7584377c7803a0950cdd555571d2794e9598098d284a4177e,1.25,1.25,5,2
43b097dd6e0c71826814224f87a196d46ca8b259eb7f72e7a724374ab3b9b4ab,2.5,2.5,0,0
43cfb10f73f4aac604c5d7ddf5b0793b4c4dcd6a2093e9fd9588899f65cb9344,2.5,2.5,9,8
43e18949ebcb4a471d1ef9d6e286f60bdffbb2ae2db1440e8d2ce2536f75696e,2.0,2.0,1,1
43f3e8a84c5ab0b48cb806c2b16b869b515925777e9725284e797985745a3392,1.25,1.25,4,1
441483af060d9dc82af64321a8cd18222d6c0a03132ceac597ca40380e536320,1.25,1.25,3,1
44331bf34963f9b76bff9e2721177b4c40641dd0a881274117673cf6e184992c,1.25,1.25,1,1
444eaec45d9ca3e75cf7d1d0795998f93c8f83a31e3cd33855249f11090a9931,1.25,1.25,5,2
44bad935851d04a9a4e5063f7f296f1c3e4d7c03f3a93f89ca8b05238835892e,2.5,2.5,2,1
459e72fcadda481cad3aba0dfcce00ff1e225124fa2015cc915fe1d9d7ef64b0,1.25,1.25,8,2
46264fd62f57223a67c3a4047aec0a3aff8bcb0fe8d06179a7531825620f2094,3.0,3.0,10,3
462662350d4fdaf7b4d8442660e7b497aec6e42c6e9bdf4595b9580a17c5f2d9,2.0,2.0,0,0
46375f07fdf246bec5d31b5dcb72f3d26dea561c28718b0588b4551c3a0d23b5,2.0,2.0,7,3
466cf51628c70274ed683a94a2e4b3283c72fb13f814697769b85542a0f6e21f,1.25,1.25,0,0
46791b80986e6ba7fdbc8661c9b8efc1a79c4786aa0b2c6ace9e1ab98f7465a5,3.0,3.0,18,7
46bed4863e6ac7481273e39ba53a9313457a6e746b8d8fd56c9e2ba4b00ca22f,1.25,1.25,4,1
46e73f2a5bcec2547763d8ecf5e2c2b525686f19b957330dba2bdb0db4e2ee53,1.25,1.25,4,1
46f8ba13978dd337be2e2aa900203ebc17e82fd2c6e154ddfff286df82d1c33c,2.5,2.5,0,0
4764c8eb65b13bd015f353abf3c15a3a55e280e41a1735224ef38689410fccc0,1.0,1.0,4,1
4793afb9244881db251e94d16d17648959f9873290b0e5906b4a02054c9e344c,2.0,2.0,17,8
47ccc59e2ffd3307b87f5cd4aad987f318fb6a5f3bfc5b788a82aaab1b3fb795,1.0,1.0,23,7
481bbed87271214a326fcdd65848b2e25cad56d6acb44f963948c78f8315e687,1.25,1.25,8,3
4859b776b1dd485f4a626f4af0fac7badd736dda2845668dfa7a9dd87f551eb1,1.25,1.25,2,2
486968247a3466440d7ec11c168b771158a39ca7e6f71bd897c9345c3d645923,1.0,1.0,4,2
48a42ce4d124af28a0ee70416ee012b5b5c0d84c3b0720b979e533da61dcfd92,1.25,1.25,8,4
48d55dccb632b03715d9f80957127275a2c8df71a8d1709f78c5bb274ee7609f,2.5,2.5,0,0
49b5fba1d46a0d596febafcf907a1ec251066ce2b537c5f536894852a1e3321a,2.5,2.5,4,1
4a9f0880de292fa11491774e8b7dcfa901bfdadf1d2d4521be11fca376ad8a64,2.5,2.5,0,0
4ae17787406c01ca99aa4b2605c3d72dbc6e7bb552f10bc859c09be85a14fb22,2.5,2.5,22,10
4b0080eb77c2a3985a885dc56df6490b1bd960752a793bd243baf68bb3814fd9,1.25,1.25,15,5
4b75465776535d56bc2bab5c1507616c6ef8eaeec2b6c7fff97a0b219524ea8b,1.25,1.25,10,3
4b84ef89401e23e2f40ab3fd8ad71e2ca04ca620b7129c0eb96c7d2c303176a5,1.25,1.25,8,3
4c25f649549ad34c5eaba814d916f4a1885b0fb1815550b3177a8fb7922eb1f2,2.5,2.5,4,1
4d966ae66587d3a6c629495afdb6aad2b981f98a97897635ec2d30ff4d360d11,1.25,1.25,6,3
4dcc36b3b444124a797555a5411d4d86a66e583b2d4d93dcf8ae2ff8a22512bc,2.5,2.5,0,0
4e1c230ce32c69713ae764e2379540f7367f40f41e4c5dc57901e158bf41f891,2.0,2.0,28,11
4e2ba4e356aab18d21126daf837736a5fd7f2983fc5e81feeda3f63d1a1d019f,3.0,3.0,4,1
4ebbb950289588067151211623bd51a5ce5806be878724b5266db8340271ee6b,1.25,1.25,4,1
4ecff937e191caf0bacea3be685cded72f2dbcb6b1b4c5878ae5e1bfccd6f477,1.25,1.25,1,1
4efed57973f028fba8e802810e4b8cab709bee48ce0f536ccd023f7a541de70a,2.5,2.5,3,1
4f28f6bdf209626ba18aa9ddf41527e07500bb2f3ea70fcd394a715f092cb0d1,0.75,0.75,26,8
5010188c8a80a5837881acc24e508a0f12b45812eab67fb09c12718473cdf6f0,1.25,1.25,12,9
50246b758afdd9e7f237e1a5a0d6fd4e83aaafff28679b2e9cc623bff70bfaa7,1.25,1.25,6,2
50663fc5bd57d3fc175ecf2d48af5383acdc1c7cca92c980ef45f958854dcf50,2.5,1.64025,10,5
507846814734347a96088e42b58e931c4f2cc5cd4eacbbf8fe3b65cc757c471b,2.0,2.0,16,5
5160f3601ffa997c2ad2ef45955395f5c860a2c2ffb01d9b60c987ce0d6ca7c3,2.0,2.0,3,2
5223afd07b592d10fb80109f02fb470ff5925639fa1ed10328a464d1963d1ff4,2.0,2.0,10,4
52448f6a4af569c0f28bb0073809cd545906cb486f8d1e331be878cd8708ef02,1.0,1.0,2,1
5262cdf008f92066e43d328f4df1d017f7a79a1fdd08c17310fe5d41ee699883,1.0,1.0,0,0
52bffe04886a7d7bd25bdd3de3fa70ebada1c12ec4613dc244b2cbd447a4943f,1.25,1.25,2,1
53557ad276b0d1bb1a6e88a8db1b0d8228c9f8c5c8b0eae96a1667f3b21e4feb,1.25,1.25,0,0
537f9b47c1baf1bef0df834b04a35d76919a099d1e165ff851d9e2303aab9d3a,2.5,2.5,2,2
53d9cc0fb73d2593f9dcc6843d4034924c6278754c8c9204f72dbbc4f0929fa0,2.5,2.5,4,1
542a4ad4a85a78bc7edcd3df7f1129cb594d25c5358ce7c4f816bdad60530c77,2.0,2.0,2,1
546b3cf40d2cfed68fd3a4dc79eeda3b6e9c44ce2c7b3ee56ee41b49c6690b1d,1.0,1.0,7,2
54d2a2f3e80a7d6b323706c3c75b9574739b8e08daaf283b8cde4b31590ac15e,2.5,2.5,4,2
5526e5cc3c648922f9ef821bb0c8b05f600bc0a3552349926b68132cf27f6256,2.5,2.5,6,2
55751fcd823dc6486f444d65d357fed509b3e2626cecd313b4ac1027e1a6928d,2.5,2.5,7,2
559a01c2cf6842075d60149e49127452b3544cbd85de410b604dc7b94bfe5cc2,1.25,1.25,2,1
55afa8d8b0031fdfc645fd7530d2540c48fdde37d930415897073a30ad476a52,2.5,2.5,0,0
56307c5d3140cab46a013d6045b1e22686bb04cdfbf173b6299b12431c231a59,1.25,1.25,12,5
564e1e5f42b2162c8dac28a0808904d906a59113fe9daff3689e276a1cca5553,1.0,1.0,3,1
566c00928504def34065a1e043ad5936a11486f5e1b6ff235c7214b31be2b424,2.5,2.5,6,2
569383a0e9864a9bb4e093e3ff91793428932da4b06f4541f6ea8ee53f869133,1.25,1.25,7,3
569a6a03d9f6dbc2b5f6c87644d548baafbd65afb9b064b6017c36b101ff1fac,1.25,1.25,3,1
571d591f64b0c1c283f39104a8c5760854d40775c98c9591de4be326afca9a7c,3.0,3.0,18,7
573bd640640be807ba0e03007b765bf1d114cf6c2dbc77ca737eb9e0df2e8c44,2.5,2.5,19,6
577e5d178c55654b06f565741ac76963f8b27e195743ae6f708732da5a0578e7,2.0,0.9565938000000003,14,5
57b0228904df6eb9ae2922a1bbd8b5e24d0b7154f19e896f07970c449630bd9b,2.5,2.5,0,0
58330d19283071bc439224be9d3eab45fdae45c058e6df2cf65795137dcbb03e,2.5,2.5,1,1
584a58dc997625f6f5d3dc4a3b7c6b36fcb5be2b60fe302a9e444478397d113e,2.5,2.5,3,1
587877f60104f6f69729162184e36475ecd86cf8e8cdba74a27d2a7cfb9bf8ff,1.25,1.25,8,5
5886abed3a76d7a890a04673b9b7748b86a6a4f8eaf76469196a097454ede5c9,1.25,1.25,2,1
5895aaccf6cc0cbbdfde71e3c76f9283c918298804f85d8b8638e03482456940,2.5,2.5,1,1
5902207cbe08ca9fbda0fb1ba8417c08619f03ac316805715c3232a47a0cb3de,2.0,2.0,4,1
5905532b03e968ed02a3ad7738e87fbf68d9d9a88ec7383c8999c9ed25c68368,3.0,3.0,8,3
59414ce9e5a5583bdb98b7e8769493d0c018695a0274fb267dcf13b80a46e6da,2.5,2.5,0,0
595a13f06c5b1e3d4a1cecc88d9c8a144cbd499dddba1ce4f72884445d60d2c2,2.5,2.5,4,1
5963d284c7be8a4b403cdfc7d32c936fb03ed2e8612ed27325f8d9da791316d7,1.25,1.25,0,0
598d149663a1a5b7d45ac6f16e4ef937eab5c232e779bf5706aa69a94238aa57,1.25,1.25,2,1
5998ee2bc30960fa28c0bb1a055733c77374026e082a9c528d48affd21582494,2.5,2.5,2,1
59a44929121da69bf56359b19e916205c25a77c01361119c5bb435bc5dea047e,3.0,3.0,9,3
59c2b8751e28e80745306b1e012a327bb753fb0dfa71c25bcbd731a566326e46,1.25,1.25,2,1
59ca20f1c8fe786ff1553d2798110bbc45c022cdee0c34ed81ad619ce0871fe5,2.5,2.5,25,7
5a15c5a30612a40c81239344af4f85ec6516a39abf8e21d0ad4b179fc4a6bab2,2.5,2.5,4,1
5ac3dc67622c6681b56de477a2989d9ab2a5feaecee754134b4be3fcc1a739ba,2.5,0.1059778956880405,9,4
5b3b184316aebab70e30cd1aaa614cd770d2a4aa63eb35ca8e02bb97963c2f6e,1.0,1.0,17,5
5b493701bc78e5f638f6d008db0bc5443cb4c8509b411992d275976e53b46069,2.0,2.0,4,1
5b8ad4302d14082f93324a0cd0fc2465a61e6d6595a40d0ed44c3d5527d6c34a,1.25,1.25,18,7
5bbe58fb45bff54ed551dbc25c4eb2999352c0d66fd031bcf5223039e5301ee3,3.0,3.0,13,4
5c86bddcbd4d4a93b6fbc540a18f2f5d35d5ca015b5683ad8ce223c3d64b18e7,2.0,2.0,22,10
5dbd5a13a6499b015727b6291eab191c6028ce7619a2a48b6d35b9d710e217e0,1.25,1.25,14,7
5e1e505077fe4e3a4d6d390a9a50a1e724b6208b78adc1f16ef2c91b06dbb2e5,2.5,2.5,12,4
5f2920f14c6fb7aab67d0356dc516768c794720ac01148def6308e14e4f95791,0.75,0.75,6,3
5f3ecd2911dd65739e1569e05b5a170bffa0d29730c70d4081525b38ac3c4d91,3.0,3.0,8,2
5f49ee250590c5799835ef656d1de70819e1ae5af7423aaade6d07c56a073f78,0.6,0.6,1,1
5f7de2fa96773e5fe53d64a063aff9d90a02629bb5c628f904cadd5dba39dfb4,1.25,1.25,6,2
5f97a9b274b1b75c2191774736c3966f3c45350afc3bdc5661fb498e91c95d84,1.25,1.25,15,6
5fc9cbbeed6c8b6543e8561730b3576a5740bd52e72c2adab124fdc9f16ada4a,3.0,3.0,2,2
5fccaa345eb2d36a774ca337fba0fd381b0f2e8f845e6572c4a0f40934263ef9,3.0,3.0,4,1
5ff70d928c3bfddf1fafd970d59d3d645ccd4bda05484e8953cd30f731ba658b,2.0,2.0,6,3
5ffac107aa353a4fc878835d0d1822fe6d82d5faf4057a4ceca222aaea5dc932,3.0,3.0,7,2
60107bf1bbd5b6372f7e444bed14b69aa0041f46d4337d98b981fc2c538feae5,1.25,1.25,7,4
602ee972ccca8c05557763cea7dc165be94176e6a3ad0abb7b244f110c3612fd,0.75,0.75,2,1
604e0ecf6590c02f3dee142538db213adcda7f0239ac3ef6c7025d33519cab48,1.25,1.25,0,0
60aed7dbfef93615fe12fffe2c71b49d76ae7f733c44785b70fc3d19b71d9bd3,2.0,2.0,7,2
60b945fc10036204c380409400f84876511e2228280e720b9e527778a02e176f,2.5,2.5,4,1
610567b757736d9108927d2bc405fd985c79c960c1b3960678e9c680b6ded8c1,2.5,2.5,5,2
6131d1b2b34eb311c2f804ead248647b9ee01988d9f2d58481a2be23e571d635,2.5,2.5,0,0
61822a23446895ad467eaba3d6d90eb95b2e2f61254cb6522aaf640f405e2394,2.0,2.0,2,2
619487a55b6e25b8d4ba9ab53b0a57f8c12fe66ca05098d4f456bf169a49d983,2.5,2.5,4,1
6196422c7f8401111ff81d7910b4df7ef82c050a7ea6d485252178d2dcd0774b,1.25,1.25,0,0
61fa5da5a6cd625186059d4083be2c06aab87d2654eecc6b8221c82abfa3a7f4,2.5,2.5,2,2
62ae53780fd2336c6f4e2cbd71963e6e74862809e84fde6f48bf76eec6ba26a2,3.0,3.0,8,3
63589ae5ab87a22dbbf6763db482e6088b2100b3ea55d6ea9049c966680c9071,3.0,3.0,4,1
6405f8340c007eb5da873941cd2827d4fa6b532a5640fd9061517bb75e8e8609,1.25,1.25,8,2
64b9b6572b692f0f0c81ceb9ed1905f31ef6ddc70a07e4aa5717b0059c3df92c,3.0,3.0,13,5
652113f59c4b5792e98cf4905cecc04e474e3fc70df36693087c24e1f5013e92,1.0,1.0,9,3
66404e6a81b3cbecf48135a723c0cfd5f510d0258048ddcb2247678a9ae77865,3.0,3.0,6,2
665eb0bd01c68fc3db8518ae87cffb087367c685df8fff2233df29645d1002eb,1.25,1.25,3,1
66eaff68c1e48f1e2626487d73e9ba6b8f2484bb872ba178f379cbd9f88de955,1.25,1.25,5,2
66fb7fc8fe19214a2883c28625d5d40f1fb15d68b1fada1f7abc15f306954c51,2.5,2.5,4,2
6729487dda9140d09c5bb070f285956f10aff0c6a402648da157c92dcff3e176,2.5,2.5,4,1
673ddcec76c2fd64f24f2128c99dc33e0f52a0a9075fe01c0ce0051c4cc3c7dc,2.5,2.5,4,1
674067550e147f6f5c89973b1eb570b658e7bdde91eebe9212e64b52d08c0296,2.5,2.5,0,0
677f4e88d10d156d1e9f8c94da93ed6bf63221d33c9f0d986779ac65bc0b23ec,2.5,2.5,0,0
67d49ad479d2e280afd594c52124bc843d34304f3b364507534b950bff5fdc88,2.5,2.5,0,0
67fbcb2b340377a973449532b0a6cac111942b9ee24f0d95ace2a79e52be37a6,3.0,3.0,4,1
68229ee369f00a9c3fc4d08ce0152419058c4fa56cb7d094522196c798cfe2c1,1.25,1.25,4,1
6823ad81f6b3fe5a854ac824bfd68b0ca78c731c2053e25158baae7927bec152,2.5,2.5,5,2
68944ba7b198080f618dc6eb09ea7ff85b7a9fbabd7dec1c236b065d92296066,0.75,0.75,14,8
68d6cdcb1af13f4eeff35401c5c46ad80bd6dba544548bdaa0f3c3b8ce4b2bae,2.5,2.5,4,1
69061284c0293cd36f0dde7289a92d42ea6e8d3c11106507b674d48e5f5e5169,1.25,1.25,8,2
690cbd142a0c31074ce7063485f90b0f2643e1fdd0da12189ce6d9d1bc3dbb99,1.5,1.5,11,5
6949ad1f4b1f411865ab967a42cd62121ccb42bf43f777762efc1bc00a244da3,1.25,1.25,16,6
6a11dc10c01c9c6aefe8c1a12a006df5fa280cfc7a6eea2e79ef7557ffa84c82,2.5,2.5,11,5
6a20c1037ba4dd74ba70dfa6bb50c13d2b8a03e6240816fdc0ff754184125c6b,3.0,3.0,4,1
6a4bb62feca8b48e92793e114da00996b0fe47dc275492535be1b6d6a5ebf9e4,1.25,1.25,2,1
6a85ad7bbacfbf6a5091ce04b940a80f0e02274c6878266ae609dd88125f5590,2.5,2.5,8,2
6b428a249ed7544d30fc4de1b396ab575f2d07758702c61a9bed3790cc607178,1.25,1.25,9,3
6b737dbcfab04774dcad8c68a5aa4e972fa9e30ff3ce3071029146e8c39a127b,1.25,1.25,4,1
6c232a29a6e510e1044fd44ee149178cd9cedccd2426401353227424e7de669a,2.5,2.5,0,0
6c24d726db83b24ef4103363f57a1cd8cc2068f4a1e2baaec8528dcd9b09122b,1.0,1.0,1,1
6c2fe357227a24c45d8bb0314c3ed5705817810ccbc52313d6e5e4fb53fb8da9,2.5,2.5,5,2
6c32b3f543a072b267221f92c1cebc2adfee24a1105342a58c8eb76121003199,1.25,1.25,4,1
6c52df6bcd76c0455b4e3875537be822d4d972155d63fa4e3c2749369309daa4,2.5,2.5,8,2
6cb91951e93fe688ef25139180a6054c62e0b670d517dea7e2f38f33ef84bfe8,1.25,1.25,1,1
6db95c3e082c3b368a20b9d16f24d11aa036e727d6618a2dd2eec12fd63d394d,2.5,2.5,0,0
6dcf3bdb0c8b621bf891da9b89df3f00a505ac514163ad8c3caf6681fce518b9,2.5,2.5,0,0
6dd3a76d61bb5577c850b157c6fca3df6a6773bb68800be8dfbe2d7a531fd1dc,2.5,2.5,0,0
6de00ab159e6f5b0b5213b48ac87491c6251a0160eed5d01bb0abfc41e9e74c0,2.5,2.5,4,1
6ed0279ab2f1819cc66157f70974535935768b5b8a0c901c0391d13039a57fc6,1.25,1.25,1,1
6f7d99a247d1b3e9398e1cfe9ac1fb47b4623dc55953464af76ed0d42d23096f,1.25,1.25,6,3
6f91a5363c5bfc0042ecc8f0a865a248fe790fe0135b1d7b1882b2d54f7c38d1,2.5,2.5,5,2
6fa92e984464f03f0f7aff644b233cd1f6e069a17089a0d7ccfb591d25d95e4c,2.5,2.5,0,0
7023246f8330beb5684b88f8ee0e8787566e5f681515ba4790c3fab957ea867f,2.0,2.0,4,1
7024f6a61f8f10c2e9da4f22e7da9599d722be789fc0f39fb8a17f0afb236b7e,2.5,2.5,6,2
70514de16935167884a1532c153833a3aba11c1e15fc7b43e3eedaebb69665a3,2.5,0.1059778956880405,6,1
70550af9443c6c3a350092be9a23e7db753a0c6105490bce0818e9e3537471bd,1.25,1.25,23,6
723283a0820defc589ee0d65efd025fd049dc76ac70acac5a7bcd8eec75106c8,1.25,1.25,11,3
726e984dd198c571029c60438847a3a137e006537945650130a7dd140ec30a2e,2.5,2.5,5,4
72d643fda9eef3b8dcdcab003a2ae5d4b17e2c20c5104dc740faa8efe8cd7404,1.25,1.25,2,1
739da84bba393c5104981d442870a7a2446a3fd06fab819ddec6b08da13d4a3e,0.75,0.75,8,2
73cb7984a95d65fdbde8d96efcac7cafb0dfa8c8263af9807d9d4aeff6f6e16f,2.5,2.5,3,2
74282781c49ffc1e22e60204b28c0ecb76674fef0b2bdd4bc4067a22bfba01d3,3.0,3.0,2,1
7449c629e9b2977bed9115172ae955b9acccb8708e5feb481c846f472097416d,2.0,2.0,7,2
74a7fdd1239767950bc06e6b6ee2976f879142b71f82c31a51e3fa28068e178a,1.25,1.25,8,4
7518fafe3cb43a9cf63b92d8426ca78b522fc9078e937958bb42bb77957b4e60,2.5,2.5,4,1
757d5f8d5f962d52ed41e42a73ec65e0b6edf6e51c8f00ded88d3612c52d967c,2.5,2.5,6,2
759649b5b45ff2ab510222daeff1a96120c89590fb1f572b6cdcac8502ee11ec,2.0,2.0,0,0
75c9e7f37a96293f14719bf0a24a2ae299c9c298dfc5220617a397dd267eb04b,1.25,1.25,9,3
75e19e31f9f8ae10a1ca601732e731c15974e7685da0ad5c89d6208801f89c80,1.0,1.0,7,3
75e48e6cda0fc3b9feb39ed1d42e590804fa3bf147e6a1b4f04cf8e3da493e42,2.5,2.5,1,1
7671b23e737ed99eb3d765f86973a42aa6c29e8530e15baa5d15e136f0475371,2.5,2.5,3,1
7687dec847a2dc99c0701bf7fca20a686bdfb330c13eb0bdf92b2e61cac1f02b,2.0,2.0,10,4
7696f537869ec0d2f33e49166d14c666bb3f1982a90bd36bbe6d0e52cbbf17b0,2.0,2.0,16,4
76cd43b905b834aa63c894dcd6f22bc5edb03b337784dcfee6625471f9f7ef21,1.25,1.25,2,1
77749948173250f3266055700a3e537f251e326a2db1010405f39dee5173f13c,1.25,1.25,12,4
77e65ad098fe78064f28643479a31b5b11a06d73505cd3e1d908a04843949d2d,2.5,2.5,4,1
782fa8133097ab141da82c2a9c154443a4040cfdd3330fbb90ef35c080e91092,2.5,2.5,4,1
786b4e6ce5336062fb59ae101d3a30e5681647ceb62eeee10a4c9d78e93db344,3.0,3.0,19,6
78bc224dcf9df3deea085c130a95ee31add77b3153d54722ae3618981298075d,1.25,1.25,4,1
78e310a9392a8ba6f4618fe0e362112468f420f22aeec90c2270681e46b0d367,2.5,2.5,33,12
794d836d3c11aa51c5a0dcc13d66c65fba7a93f02e696e66067831ca2c7ef199,3.0,3.0,4,1
794d9a94e531beba253066c76d3b4c9502c0dca967d12c648a10ca8630a9fd92,1.25,1.25,2,1
79956ae03c08729e3806a551bf98afe04d03249a003a1646afaea1529f3402cd,2.5,2.5,13,6
79b1a16aa2fe3d7eb08fc6b61d5a7d29fb63474b06c09875867d09f7a66b3648,3.0,3.0,13,4
79d59b12c092408cf5cfc90fc57213feb7fb2ef372cf7b752270df255621a7aa,1.25,1.25,0,0
79e9baec47c0618efcad246305ee52a214e68a7af269ae081a6c8163e0ca73db,1.25,1.25,12,5
7a01c1b4317ee40c6a2bc5a0d695278786e2c8a49f51d15fed8f1abff759a661,1.25,1.25,14,6
7a4587ba97f67244d29980cf742e04aa94266e0460c87933ef66f89919a7914e,3.0,3.0,6,2
7a4befa449241320cacae89f1208c03e218174a91d9ed43eda7eb1761ee1c342,1.25,1.25,3,1
7a7f0a26e93c987da582f3c88236d451acfea5ef4c3fe71b76d581d15219b01b,2.0,2.0,6,3
7b2777c57881b52e20343c226dfbe735fe63ea134282026b2303a510c3952a25,2.5,2.5,5,2
7b57dc93bbdab6e6adcfef1f4bf7a5c2823804a3ea1e2bf12d3f14bee503c10b,2.5,2.5,4,3
7ba86ba81c42e8b3193e2f26fc6d2ade5ce8e8cef30cdab0bce686a0cf604531,1.25,1.25,4,1
7bde465dc9e7f0fe53b489ed209ec0fae5f0829799b06a073905f949142cf5e7,2.5,2.5,5,4
7c23ed742e096d25b204c227c78c3ef7f76bae4f43f3cf0fb735210b66f8ed0f,1.25,1.25,0,0
7d5f7d64a5b815251e817ae3640b1e59a021bf507b4559d94952b946bb641dd8,3.0,3.0,4,1
7d810a6141ccd9e23229f80f280c8cfb17a373f19ec6538b3e2e3458a6af19e7,2.5,2.5,4,1
7d9dd78c02ae3ba7f9bc02812ff80784d4a82b8ba0a08daa65a22023261407cf,1.25,1.25,4,3
7dba63584070ded294e7066b44f0ff96c8ec80f4eae57b62363d9a1ded0b0235,1.25,0.11078672649565625,8,1
7dcd697fe9b05e2b75e0b8b8d61e2aba8ced1a342fc237b851c6c2efa3f7dbff,2.5,2.5,0,0
7e6298e49ef0c839ad6704a1c49377c8261a5211623333702569842bbc76b243,3.0,3.0,5,2
7eb5d41c4d0906f7787d726cb56b198121120c34338082d661856ae84ee1f182,1.0,1.0,4,2
7ed157703d78d070a555137a108a4a3e7d9ff062120f02a251d44dd5f27c5933,2.5,2.5,4,1
7ef3dd29e959ffd0ce760777e9df266dd978aa1d95f5f43603fcb22b3e0d005f,0.75,0.75,25,11
7f0f286702bfe228c59098015350d2d43755cb095f8af881a768afbf516dc01f,2.5,2.5,1,1
7f3b033465e35e20d0650dbebee37dc3174d135a91b831596fe544da1134a2c0,2.0,2.0,5,2
7f595620d67cbbbfe09576773ff15a1a94d528309207765dd647aae3f24bdda2,3.0,3.0,11,4
802e003bf96c1f433fb79bda2f9e96cb2b1ecec40127ca120fb5c67fcc2db3c8,1.25,1.25,7,4
8084bdf19bf635282430cb534b3ae02ddb84b66eae2bdc9e34ac313a216a5677,2.5,2.5,8,4
8098235dd3ad195490b637c658be80274c81faa638da28278026f199c36e5d39,3.0,3.0,2,1
80a760dd81a055c0548efbe8447e44fbf1d10e735f2c19730e8252b8facb02fb,2.5,2.5,4,1
8129ac89a020ce517ac150f2ecefdd3947ecd684b7c64934d614d142f6e5b2a0,2.5,2.5,7,3
81aa94bd2c880d74c93dc34414564a48e6b5926e0ef9030fd9f40a914b121f11,2.5,2.5,7,3
82294bc9d8a009dae4a5ba61450a3182bd899af01be1fcb73106a9e85558a936,1.0,1.0,7,3
8234e6af3ef3cb698089d6bdb76abf7c49098b2065fed055facad56c448839ed,2.5,2.5,2,2
825bacc39ddfaa276cd06c1653b248dad33ebf4214695915c6a3bb71b34391d5,2.0,2.0,6,2
828a044b5e1792e40bb9032b814a01d9f4643eed831aa3038b65a4c48c1078bc,1.0,1.0,4,1
82a5be159e650c6bbcec465179771c3cc29e36c9d87411adf7a1cc36ffae0ecd,0.75,0.75,14,9
82b8c7448dd9dd70cbc0a6716f248a985e6e119f44e5db350aebc15e27dd6dd5,2.5,2.5,1,1
8333b0e792ccfd56a84ca345c07673ffce33957b9b72942665ed10242c7b9bc0,3.0,3.0,4,1
83626918b4e874e8c31bd798bcc0c4078dea975bd663a98d317dda8d761465c1,2.5,2.5,4,1
83a3ea1ec4a3329c6ca4ddfe92b96799af4035f45f77dad9f207a8821ec3e280,2.5,2.5,0,0
83b9f86ba32baa2abc67b895a2871e02d0453a35a4eb21d41a73600026cf5b1d,1.0,1.0,2,1
83d0d9b94946ca6f16e93cff9e34989facdcc229e1e2fe59aea462abe4639f7d,2.5,2.5,6,2
8408d85a124c8bb84c0f6c4318781564599bf574d8b790135f7e17abbd217bb6,3.0,3.0,1,1
841d328a7ff9888f070a08ca84699c24241299d30c33d1bffea2ab42eb5d05ca,2.0,2.0,10,3
8454bf888898d7cc58737de8413c3dc29419420c2261457947197aa6bdf9e23f,1.25,1.25,16,8
850230b9d3b5f9a3ed75837bc7e22465c11b436a86b2e8ddcd0873300017ca70,2.5,2.5,3,2
858e61585e1a5cdff1ceb4fe779c592480aa5bd9840ac0feed7dd267295521cf,1.25,1.25,4,1
862fbf17b3464afb34fc80287b29eb75d79c4106bc4c9053452a5aa1e4f8c751,2.5,2.5,15,4
86e4cc306f29dcdde4ff6c034c4f8385e72a5f6396f2938c414fd26873bdeeee,1.25,1.25,1,1
86f0fa53a05dcc3fdeaf0597b386852ed72c69b6e4d238d1ec786670ed79bdd2,2.5,2.5,0,0
